fund,field,source,as_of,value
XLUX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XLVX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XLVX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XLVX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XLVX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XLVX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-1397.67
XLVX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,18769.62
XLVX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,5541.64
XLVX,totAssets,EagleSTAR TrialBalance,20260624,829279.35
XLVX,totLiabs,EagleSTAR TrialBalance,20260624,5541.64
XLVX,netAssets,EagleSTAR TrialBalance,20260624,823737.71
XLVX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XLVX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XLVX,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XLVX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XLVX,mon3Sales,EagleSTAR TrialBalance,20260624,555428.00
XLVX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XLYX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XLYX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XLYX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XLYX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XLYX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-1172.60
XLYX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-10735.78
XLYX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,2722.29
XLYX,totAssets,EagleSTAR TrialBalance,20260624,240965.38
XLYX,totLiabs,EagleSTAR TrialBalance,20260624,2722.29
XLYX,netAssets,EagleSTAR TrialBalance,20260624,238243.09
XLYX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XLYX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XLYX,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XLYX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XLYX,mon3Sales,EagleSTAR TrialBalance,20260624,0.00
XLYX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XOIL,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XOIL,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XOIL,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XOIL,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XOIL,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
XOIL,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
XOIL,totAssets,EagleSTAR TrialBalance,20260624,250000.00
XOIL,netAssets,EagleSTAR TrialBalance,20260624,250000.00
XOIL,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XOIL,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XOIL,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
XOIL,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XOIL,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
XOIL,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XPAV,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XPAV,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XPAV,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XPAV,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XPAV,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-762.32
XPAV,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,11696.15
XPAV,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,2371.12
XPAV,totAssets,EagleSTAR TrialBalance,20260624,263388.97
XPAV,totLiabs,EagleSTAR TrialBalance,20260624,2371.12
XPAV,netAssets,EagleSTAR TrialBalance,20260624,261017.85
XPAV,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XPAV,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XPAV,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XPAV,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XPAV,mon3Sales,EagleSTAR TrialBalance,20260624,0.00
XPAV,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XQTM,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XQTM,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XQTM,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XQTM,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XQTM,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
XQTM,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
XQTM,totAssets,EagleSTAR TrialBalance,20260624,250025.00
XQTM,netAssets,EagleSTAR TrialBalance,20260624,250025.00
XQTM,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XQTM,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XQTM,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
XQTM,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XQTM,mon3Sales,EagleSTAR TrialBalance,20260624,250025.00
XQTM,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XR,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XR,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XR,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XR,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XR,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
XR,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
XR,totAssets,EagleSTAR TrialBalance,20260624,125000.00
XR,netAssets,EagleSTAR TrialBalance,20260624,125000.00
XR,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XR,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XR,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
XR,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XR,mon3Sales,EagleSTAR TrialBalance,20260624,125000.00
XR,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XSEM,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XSEM,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XSEM,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XSEM,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XSEM,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-15006.14
XSEM,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,412.69
XSEM,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,17877.61
XSEM,totAssets,EagleSTAR TrialBalance,20260624,595272.92
XSEM,totLiabs,EagleSTAR TrialBalance,20260624,17877.61
XSEM,netAssets,EagleSTAR TrialBalance,20260624,577395.31
XSEM,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XSEM,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XSEM,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XSEM,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XSEM,mon3Sales,EagleSTAR TrialBalance,20260624,341487.00
XSEM,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XTAI,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XTAI,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XTAI,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XTAI,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XTAI,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-8808.22
XTAI,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,30148.11
XTAI,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,12876.96
XTAI,totAssets,EagleSTAR TrialBalance,20260624,595052.19
XTAI,totLiabs,EagleSTAR TrialBalance,20260624,12876.96
XTAI,netAssets,EagleSTAR TrialBalance,20260624,582175.23
XTAI,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XTAI,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XTAI,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XTAI,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XTAI,mon3Sales,EagleSTAR TrialBalance,20260624,310497.00
XTAI,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XURM,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XURM,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XURM,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XURM,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XURM,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
XURM,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
XURM,totAssets,EagleSTAR TrialBalance,20260624,250000.00
XURM,netAssets,EagleSTAR TrialBalance,20260624,250000.00
XURM,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XURM,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XURM,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
XURM,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XURM,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
XURM,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XVO,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XVO,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XVO,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XVO,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XVO,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-623.94
XVO,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,5414.96
XVO,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,3134.42
XVO,totAssets,EagleSTAR TrialBalance,20260624,502066.45
XVO,totLiabs,EagleSTAR TrialBalance,20260624,3134.42
XVO,netAssets,EagleSTAR TrialBalance,20260624,498932.03
XVO,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XVO,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XVO,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XVO,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XVO,mon3Sales,EagleSTAR TrialBalance,20260624,243748.00
XVO,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XVUG,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XVUG,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XVUG,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XVUG,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XVUG,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-6729.54
XVUG,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-49966.42
XVUG,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,9812.56
XVUG,totAssets,EagleSTAR TrialBalance,20260624,546309.18
XVUG,totLiabs,EagleSTAR TrialBalance,20260624,9812.56
XVUG,netAssets,EagleSTAR TrialBalance,20260624,536496.62
XVUG,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XVUG,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XVUG,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XVUG,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XVUG,mon3Sales,EagleSTAR TrialBalance,20260624,342565.50
XVUG,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
XW,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
XW,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
XW,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
XW,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
XW,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-1673.31
XW,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-13883.75
XW,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,3503.40
XW,totAssets,EagleSTAR TrialBalance,20260624,238016.05
XW,totLiabs,EagleSTAR TrialBalance,20260624,3503.40
XW,netAssets,EagleSTAR TrialBalance,20260624,234512.65
XW,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
XW,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
XW,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
XW,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
XW,mon3Sales,EagleSTAR TrialBalance,20260624,0.00
XW,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
YUNG,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
YUNG,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
YUNG,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,23.40
YUNG,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,48444.18
YUNG,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
YUNG,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,98785.94
YUNG,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,338.96
YUNG,totAssets,EagleSTAR TrialBalance,20260624,1552388.49
YUNG,totLiabs,EagleSTAR TrialBalance,20260624,338.96
YUNG,netAssets,EagleSTAR TrialBalance,20260624,1552049.53
YUNG,mon1Sales,EagleSTAR TrialBalance,20260624,125000.00
YUNG,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
YUNG,mon2Sales,EagleSTAR TrialBalance,20260624,1278068.00
YUNG,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
YUNG,mon3Sales,EagleSTAR TrialBalance,20260624,0.00
YUNG,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
